Year,Item,Value
1993,Wheat,3325.0
1994,Wheat,3088.0
1995,Wheat,1561.0
1996,Wheat,1763.0
1997,Wheat,1524.0
1998,Wheat,1512.0
1999,Wheat,1505.0
2000,Wheat,1521.0
2001,Wheat,1473.0
2002,Wheat,98.0
2003,Wheat,108.0
2004,Wheat,88.0
2005,Wheat,82.0
2006,Wheat,105.0
2007,Wheat,189.0
2008,Wheat,135.0
2009,Wheat,91.0
2010,Wheat,184.0
2010,Wheat,116.0
2010,Wheat,114.0
2010,Wheat,104.0
2010,Wheat,113.0
2010,Wheat,105.0
2010,Wheat,92.0
2010,Wheat,186.0
2010,Wheat,182.0
2010,Wheat,182.0
2010,Wheat,189.0
2010,Wheat,185.0
2010,Wheat,199.0
2011,Wheat,157.0
2011,Wheat,219.0
2011,Wheat,233.0
2011,Wheat,235.0
2011,Wheat,229.0
2011,Wheat,225.0
2011,Wheat,198.0
2011,Wheat,155.0
2011,Wheat,156.0
2011,Wheat,165.0
2011,Wheat,169.0
2011,Wheat,162.0
2011,Wheat,164.0
2012,Wheat,211.0
2012,Wheat,165.0
2012,Wheat,171.0
2012,Wheat,173.0
2012,Wheat,179.0
2012,Wheat,185.0
2012,Wheat,182.0
2012,Wheat,211.0
2012,Wheat,213.0
2012,Wheat,222.0
2012,Wheat,225.0
2012,Wheat,224.0
2012,Wheat,220.0
2013,Wheat,148.0
2013,Wheat,165.0
2013,Wheat,171.0
2013,Wheat,173.0
2013,Wheat,179.0
2013,Wheat,185.0
2013,Wheat,182.0
2013,Wheat,211.0
2013,Wheat,213.0
2013,Wheat,222.0
2013,Wheat,225.0
2013,Wheat,224.0
2013,Wheat,220.0
2014,Wheat,135.0
2014,Wheat,166.0
2014,Wheat,168.0
2014,Wheat,172.0
2014,Wheat,168.0
2014,Wheat,176.0
2014,Wheat,172.0
2014,Wheat,133.0
2014,Wheat,134.0
2014,Wheat,135.0
2014,Wheat,134.0
2014,Wheat,139.0
2014,Wheat,143.0
2015,Wheat,137.0
2015,Wheat,139.0
2015,Wheat,141.0
2015,Wheat,140.0
2015,Wheat,158.0
2015,Wheat,147.0
2015,Wheat,145.0
2015,Wheat,121.0
2015,Wheat,127.0
2015,Wheat,141.0
2015,Wheat,152.0
2015,Wheat,149.0
2015,Wheat,146.0
2016,Wheat,115.0
2016,Wheat,148.0
2016,Wheat,136.0
2016,Wheat,145.0
2016,Wheat,136.0
2016,Wheat,139.0
2016,Wheat,138.0
2016,Wheat,94.0
2016,Wheat,99.0
2016,Wheat,111.0
2016,Wheat,119.0
2016,Wheat,121.0
2016,Wheat,128.0
2017,Wheat,145.0
2017,Wheat,130.0
2017,Wheat,137.0
2017,Wheat,142.0
2017,Wheat,138.0
2017,Wheat,139.0
2017,Wheat,130.0
2017,Wheat,144.0
2017,Wheat,135.0
2017,Wheat,143.0
2017,Wheat,141.0
2017,Wheat,154.0
2017,Wheat,157.0
2018,Wheat,154.0
2018,Wheat,153.0
2018,Wheat,154.0
2018,Wheat,153.0
2018,Wheat,150.0
2018,Wheat,154.0
2018,Wheat,147.0
2018,Wheat,147.0
2018,Wheat,141.0
2018,Wheat,162.0
2018,Wheat,170.0
2018,Wheat,177.0
2018,Wheat,172.0
2019,Wheat,146.0
2019,Wheat,180.0
2019,Wheat,177.0
2019,Wheat,179.0
2019,Wheat,182.0
2019,Wheat,172.0
2019,Wheat,134.0
2019,Wheat,132.0
2019,Wheat,146.0
2019,Wheat,153.0
2019,Wheat,154.0
2019,Wheat,153.0
2020,Wheat,149.0
2020,Wheat,160.0
2020,Wheat,183.0
2020,Wheat,163.0
2020,Wheat,166.0
2020,Wheat,164.0
2020,Wheat,160.0
2020,Wheat,145.0
2020,Wheat,133.0
2020,Wheat,149.0
2020,Wheat,154.0
2020,Wheat,162.0
2020,Wheat,167.0
2021,Wheat,227.0
2021,Wheat,167.0
2021,Wheat,163.0
2021,Wheat,177.0
2021,Wheat,187.0
2021,Wheat,202.0
2021,Wheat,185.0
2021,Wheat,156.0
2021,Wheat,167.0
2021,Wheat,200.0
2021,Wheat,213.0
2021,Wheat,267.0
2021,Wheat,277.0
2022,Wheat,281.0
2022,Wheat,264.6
2022,Wheat,263.9
2022,Wheat,272.1
2022,Wheat,317.2
2022,Wheat,337.6
2022,Wheat,291.3
2022,Wheat,293.5
2022,Wheat,255.2
2022,Wheat,307.0
2022,Wheat,318.2
2022,Wheat,305.3
2022,Wheat,300.9
2023,Wheat,167.0
2023,Wheat,298.0
2023,Wheat,282.0
2023,Wheat,242.0
2023,Wheat,266.0
2023,Wheat,225.0
2023,Wheat,246.0
2023,Wheat,179.0
2023,Wheat,152.0
2023,Wheat,174.0
2023,Wheat,197.0
2023,Wheat,193.0
2023,Wheat,203.0
1991,Wheat,252.3
1992,Wheat,240.8
1993,Wheat,241.6
1994,Wheat,224.4
1995,Wheat,113.4
1996,Wheat,128.1
1997,Wheat,110.8
1998,Wheat,109.9
1999,Wheat,109.4
2000,Wheat,110.5
2001,Wheat,107.0
2002,Wheat,98.0
2003,Wheat,108.0
2004,Wheat,88.0
2005,Wheat,82.0
2006,Wheat,105.0
2007,Wheat,189.0
2008,Wheat,135.0
2009,Wheat,91.0
2010,Wheat,184.0
2011,Wheat,157.0
2012,Wheat,211.0
2013,Wheat,148.0
2014,Wheat,135.0
2015,Wheat,137.0
2016,Wheat,115.0
2017,Wheat,145.0
2018,Wheat,154.0
2019,Wheat,146.0
2020,Wheat,149.0
2021,Wheat,227.0
2022,Wheat,281.0
2023,Wheat,167.0
1991,Wheat,297.4
1992,Wheat,301.5
1993,Wheat,285.8
1994,Wheat,270.4
1995,Wheat,154.8
1996,Wheat,166.5
1997,Wheat,124.9
1998,Wheat,122.1
1999,Wheat,116.5
2000,Wheat,101.8
2001,Wheat,95.8
2002,Wheat,92.2
2003,Wheat,121.9
2004,Wheat,109.3
2005,Wheat,102.0
2006,Wheat,131.7
2007,Wheat,258.7
2008,Wheat,197.8
2009,Wheat,126.4
2010,Wheat,243.7
2011,Wheat,218.3
2012,Wheat,271.1
2013,Wheat,196.5
2014,Wheat,179.1
2015,Wheat,151.9
2016,Wheat,127.2
2017,Wheat,163.8
2018,Wheat,181.9
2019,Wheat,163.4
2020,Wheat,170.2
2021,Wheat,268.5
2022,Wheat,295.5
2023,Wheat,180.6
1991,Wheat,195.6
1992,Wheat,186.64
1993,Wheat,187.32
1994,Wheat,173.96
1995,Wheat,87.94
1996,Wheat,99.32
1997,Wheat,85.86
1998,Wheat,85.18
1999,Wheat,84.78
2000,Wheat,85.69
2001,Wheat,82.98
2002,Wheat,75.97
2003,Wheat,83.72
2004,Wheat,68.22
2005,Wheat,63.57
2006,Wheat,81.4
2007,Wheat,146.51
2008,Wheat,104.65
2009,Wheat,70.54
2010,Wheat,142.64
2011,Wheat,121.71
2012,Wheat,163.57
2013,Wheat,114.73
2014,Wheat,104.65
2015,Wheat,106.2
2016,Wheat,89.15
2017,Wheat,112.4
2018,Wheat,119.38
2019,Wheat,113.18
2020,Wheat,115.5
2021,Wheat,175.97
2022,Wheat,217.83
2023,Wheat,129.46
2024,Wheat,157.59
